Customer|Customer Name|Customer Currency Code|Currency|Transaction Type|Apply to Invoice|Invoice|Amount|Original Amount|Due/Payment Date|Exchange Rate|Invoice Date|Credit Hold|City|Contact|Credit Limit|Terms|Terms Code Description|Prov/State|Phone|Type|Salesperson|Name|Phone[1]
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88731|  88731|130380.00000000|130380.00000000|30-10-18|1|11-08-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88773|  88773|130380.00000000|130380.00000000|30-10-18|1|13-08-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1004318|1004318|130428.83000000|130428.83000000|31-01-21|1|03-11-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1004425|1004425|130428.83000000|130428.83000000|31-01-21|1|07-11-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1004651|1004651|130469.58000000|130469.58000000|31-01-21|1|20-11-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1004819|1004819|130469.58000000|130469.58000000|31-01-21|1|27-11-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-A084|ABADI PILING SDN BHD|MYR|MYR|I|1005160|1005160|13050.00000000|13050.00000000|28-02-21|1|19-12-20||||2500000.00000000|60|60 Days||||Kok Wai||03-4023 2933
AR-H057|HUASHI (MALAYSIA) SDN BHD|MYR|MYR|I|  97313|  97313|135802.46000000|130515.75000000|29-02-20|1|27-11-19|*CREDIT HOLD*|||8000000.00000000|90|90 Days||||Mei||03-9174 5568
AR-H057|HUASHI (MALAYSIA) SDN BHD|MYR|MYR|I|  97315|  97315|130515.75000000|130515.75000000|29-02-20|1|27-11-19|*CREDIT HOLD*|||8000000.00000000|90|90 Days||||Mei||03-9174 5568
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1004072|1004072|130654.56000000|130654.56000000|30-12-20|1|21-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-C132|CSII DEVELOPMENT (MALAYSIA) SDN BHD|MYR|MYR|I|1005470|1005470|131047.20000000|131047.20000000|11-01-21|1|11-01-21||||2000000.00000000|0|CASH||||Mei||03-9174 5568
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1003778|1003778|1313.92000000|1313.92000000|30-11-20|1|06-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1003940|1003940|1313.92000000|1313.92000000|30-11-20|1|14-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003648|1003648|13148.64000000|13148.64000000|30-12-20|1|01-10-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  75699|  75699|13162.34000000|13162.34000000|08-02-17|1|08-02-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005473|1005473|131682.90000000|131682.90000000|31-03-21|1|11-01-21||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-A084|ABADI PILING SDN BHD|MYR|MYR|I|1005095|1005095|131685.85000000|131685.85000000|28-02-21|1|16-12-20||||2500000.00000000|60|60 Days||||Kok Wai||03-4023 2933
AR-C119|CHINA RAILWAY 17TH BUREAU GROUP (M) SDN BHD|MYR|MYR|D|0|DN20099|1319.02000000|1319.02000000|31-08-20|1|31-08-20|*CREDIT HOLD*|||0.00000000|30|30 Days||||||03-2022 3517
AR-C119|CHINA RAILWAY 17TH BUREAU GROUP (M) SDN BHD|MYR|MYR|D|0|DN20127|1319.02000000|1319.02000000|30-09-20|1|30-09-20|*CREDIT HOLD*|||0.00000000|30|30 Days||||||03-2022 3517
AR-C119|CHINA RAILWAY 17TH BUREAU GROUP (M) SDN BHD|MYR|MYR|D|0|DN20135|1319.02000000|1319.02000000|31-10-20|1|31-10-20|*CREDIT HOLD*|||0.00000000|30|30 Days||||||03-2022 3517
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1005333|1005333|131931.04000000|131931.04000000|31-03-21|1|02-01-21||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1004945|1004945|13200.00000000|13200.00000000|31-03-21|1|05-12-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-W050|WCT BERHAD|MYR|MYR|I|1005070|1005070|13200.00000000|13200.00000000|28-02-21|1|15-12-20||||0.00000000|60|60 Days||||Kok Wai||
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  69890|  69890|13214.76000000|13214.76000000|30-07-16|1|10-05-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  91719|  91719|13233.62000000|13233.62000000|02-03-19|1|24-12-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G079|GEOTECHNICAL ALLIANCE SDN BHD|MYR|MYR|I|1004834|1004834|132398.92000000|132398.92000000|31-01-21|1|28-11-20||||1000000.00000000|60|60 Days||||Mei||
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005337|1005337|132587.60000000|132587.60000000|31-03-21|1|02-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1004071|1004071|132611.96000000|132611.96000000|30-12-20|1|21-10-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-T048|TAN LOONG & SONS CONSTRUCTION SDN BHD|MYR|MYR|I|1005094|1005094|132690.50000000|132690.50000000|28-02-21|1|16-12-20||||800000.00000000|60|60 Days||||Kok Wai||03-6274 9988*
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|  97584|  97584|1328.00000000|1328.00000000|01-03-20|1|07-12-19||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|  97586|  97586|1328.00000000|1328.00000000|01-03-20|1|10-12-19||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1002378|1002378|1328.00000000|1328.00000000|30-09-20|1|24-07-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-L059|LAYUN ENTERPRISE|MYR|MYR|D|0|DN20116|133.12000000|133.12000000|30-09-20|1|30-09-20||||200000.00000000|0|CASH||||||085-411 519
AR-L059|LAYUN ENTERPRISE|MYR|MYR|D|0|DN20141|133.12000000|133.12000000|31-10-20|1|31-10-20||||200000.00000000|0|CASH||||||085-411 519
AR-L059|LAYUN ENTERPRISE|MYR|MYR|D|0|DN20156|133.12000000|133.12000000|30-11-20|1|30-11-20||||200000.00000000|0|CASH||||||085-411 519
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005338|1005338|133123.20000000|133123.20000000|31-03-21|1|02-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  87933|  87933|133371.00000000|133371.00000000|30-09-18|1|12-07-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88001|  88001|133371.00000000|133371.00000000|30-09-18|1|14-07-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  87295|  87295|1335.05000000|1335.05000000|30-08-18|1|06-06-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-G003|GEOHAN S/B|MYR|MYR|I|1002850|1002850|133589.00000000|133589.00000000|30-10-20|1|22-08-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-A077|ACCESS BENEFIT SDN BHD|MYR|MYR|I|1004578|1004578|133657.81000000|133657.81000000|31-01-21|1|17-11-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7497 9011
AR-G079|GEOTECHNICAL ALLIANCE SDN BHD|MYR|MYR|I|1003346|1003346|133830.03000000|133830.03000000|30-11-20|1|15-09-20||||1000000.00000000|60|60 Days||||Mei||
AR-G074|G-CAST UHPC SDN BHD|MYR|MYR|I|1003312|1003312|13400.00000000|13400.00000000|30-12-20|1|15-09-20||||500000.00000000|90|90 Days||||Kok Wai||03-7982 8168
AR-B082|BIAXIS GEOTECHNIQUE SDN BHD|MYR|MYR|I|  89295|  89295|13420.00000000|13420.00000000|30-11-18|1|13-09-18|*CREDIT HOLD*|||0.00000000|60|60 Days||||||03-8024 0405
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1004050|1004050|134226.56000000|134226.56000000|29-01-21|1|20-10-20||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-S006|SOIL MECHANIC SDN BHD|MYR|MYR|I|1004739|1004739|134304.24000000|134304.24000000|31-01-21|1|25-11-20||||1000000.00000000|60|60 Days||||Ken||04-390 9279*
AR-S006|SOIL MECHANIC SDN BHD|MYR|MYR|I|1004476|1004476|134356.92000000|134356.92000000|31-01-21|1|09-11-20||||1000000.00000000|60|60 Days||||Ken||04-390 9279*
AR-N044|NESTCON INFRA SDN BHD|MYR|MYR|I|1004652|1004652|13440.53000000|13440.53000000|31-01-21|1|20-11-20||||1000000.00000000|60|60 Days||||Eeyan||03-8080 7792
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1004321|1004321|134471.68000000|134471.68000000|28-02-21|1|03-11-20||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-C104|CORE STEEL SDN BHD|MYR|MYR|I|1004591|1004591|1345.00000000|1345.00000000|28-02-21|1|18-11-20||||3000000.00000000|90|90 Days||||Kok Wai||03-5103 1298
AR-M127|MERCU MAJUNIAGA SDN BHD|MYR|MYR|I|1004270|1004270|134596.11000000|134596.11000000|29-01-21|1|31-10-20||||2000000.00000000|90|90 Days||||Eeyan||05-241 1373
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004841|1004841|13466.74000000|13466.74000000|31-01-21|1|27-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-N034|NADA ALAM MURNI SDN BHD|MYR|MYR|I|DN18014|DN18014|1347.62000000|1347.62000000|28-02-18|1|28-02-18|*CREDIT HOLD*|||200000.00000000|30|30 Days||||||03-9226 6994
AR-N034|NADA ALAM MURNI SDN BHD|MYR|MYR|I|DN18022|DN18022|1347.62000000|1347.62000000|31-03-18|1|31-03-18|*CREDIT HOLD*|||200000.00000000|30|30 Days||||||03-9226 6994
AR-N034|NADA ALAM MURNI SDN BHD|MYR|MYR|I|DN18030|DN18030|1347.62000000|1347.62000000|30-04-18|1|30-04-18|*CREDIT HOLD*|||200000.00000000|30|30 Days||||||03-9226 6994
AR-N034|NADA ALAM MURNI SDN BHD|MYR|MYR|I|DN18039|DN18039|1347.62000000|1347.62000000|31-05-18|1|31-05-18|*CREDIT HOLD*|||200000.00000000|30|30 Days||||||03-9226 6994
AR-N034|NADA ALAM MURNI SDN BHD|MYR|MYR|I|DN18048|DN18048|1347.62000000|1347.62000000|30-06-18|1|30-06-18|*CREDIT HOLD*|||200000.00000000|30|30 Days||||||03-9226 6994
AR-A103|ALPHAZEN CONTRACT SDN BHD|MYR|MYR|I|1005124|1005124|134739.80000000|134739.80000000|31-03-21|1|17-12-20||||1500000.00000000|90|90 Days||||Kok Wai||03-8993 9988
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|  97813|  97813|1352.40000000|1352.40000000|01-03-20|1|28-12-19||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1004822|1004822|135217.52000000|135217.52000000|31-01-21|1|27-11-20||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1003612|1003612|13527.00000000|13527.00000000|30-11-20|1|28-09-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003988|1003988|135488.00000000|135488.00000000|30-12-20|1|16-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|I|1005026|1005026|13571.71000000|13571.71000000|28-02-21|1|11-12-20||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-M140|MCE MARKETING SDN BHD|MYR|MYR|I|1005390|1005390|13574.40000000|13574.40000000|31-03-21|1|06-01-21||||500000.00000000|60|60 Days||||Kok Wai||03-7843 9303
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1004967|1004967|135792.00000000|135792.00000000|28-02-21|1|07-12-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-C132|CSII DEVELOPMENT (MALAYSIA) SDN BHD|MYR|MYR|I|1005494|1005494|135926.00000000|135926.00000000|12-01-21|1|12-01-21||||2000000.00000000|0|CASH||||Mei||03-9174 5568
AR-C132|CSII DEVELOPMENT (MALAYSIA) SDN BHD|MYR|MYR|I|1005495|1005495|135926.00000000|135926.00000000|12-01-21|1|12-01-21||||2000000.00000000|0|CASH||||Mei||03-9174 5568
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1005050|1005050|13600.00000000|13600.00000000|31-03-21|1|14-12-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005595|1005595|136127.75000000|136127.75000000|31-03-21|1|19-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-C129|CONTROL INSTRUMENTS (M) SDN BHD|MYR|MYR|I|1004230|1004230|1365.00000000|1365.00000000|30-12-20|1|30-10-20||||3000000.00000000|60|60 Days||||BILL||06-799 1627
AR-G003|GEOHAN S/B|MYR|MYR|I|1005410|1005410|136508.45000000|136508.45000000|31-03-21|1|07-01-21||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005400|1005400|136557.08000000|136557.08000000|31-03-21|1|06-01-21||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-H057|HUASHI (MALAYSIA) SDN BHD|MYR|MYR|D|  97313|DN20100|0.00000000|1369.96000000|31-08-20|1|31-08-20|*CREDIT HOLD*|||8000000.00000000|90|90 Days||||Mei||03-9174 5568
AR-H057|HUASHI (MALAYSIA) SDN BHD|MYR|MYR|D|0|DN20109|1369.96000000|1369.96000000|30-09-20|1|30-09-20|*CREDIT HOLD*|||8000000.00000000|90|90 Days||||Mei||03-9174 5568
AR-O014|ORIENT AROTEK ENGINEERING & TRADING SDN BHD|MYR|MYR|P|1003898|1003898|0.00000000|-1370.19000000|15-01-21|1|15-01-21||||1500000.00000000|30|30 Days||||Mei||03-3319 8813
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1003191|1003191|137041.50000000|137041.50000000|30-11-20|1|08-09-20||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1003246|1003246|13716.80000000|13716.80000000|30-11-20|1|10-09-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1003075|1003075|137160.00000000|137160.00000000|30-11-20|1|02-09-20||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-V013|VESTLAND RESOURCES SDN BHD|MYR|MYR|I|1004118|1004118|137164.98000000|137164.98000000|29-01-21|1|23-10-20||||4000000.00000000|90|90 Days||||Mei||03-7662 1288
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1005236|1005236|137201.82000000|137201.82000000|28-02-21|1|23-12-20||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-G079|GEOTECHNICAL ALLIANCE SDN BHD|MYR|MYR|I|1004830|1004830|137214.25000000|137214.25000000|31-01-21|1|28-11-20||||1000000.00000000|60|60 Days||||Mei||
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  69893|  69893|13750.32000000|13750.32000000|30-07-16|1|09-05-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1005273|1005273|13764.44000000|13764.44000000|28-02-21|1|24-12-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  76099|  76099|13778.27000000|13778.27000000|18-02-17|1|18-02-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|I|1004426|1004426|137827.76000000|137827.76000000|31-01-21|1|07-11-20||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-G003|GEOHAN S/B|MYR|MYR|I|1003702|1003702|137919.10000000|137919.10000000|30-12-20|1|03-10-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1005629|1005629|13807.00000000|13807.00000000|31-03-21|1|20-01-21||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1005165|1005165|138074.40000000|138074.40000000|28-02-21|1|18-12-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-G003|GEOHAN S/B|MYR|MYR|I|1003265|1003265|138220.81000000|138220.81000000|30-11-20|1|10-09-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1005376|1005376|13830.18000000|13830.18000000|31-03-21|1|05-01-21||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1004946|1004946|138391.50000000|138391.50000000|28-02-21|1|05-12-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1005007|1005007|138550.05000000|138550.05000000|28-02-21|1|09-12-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004504|1004504|1386.59000000|1386.59000000|31-01-21|1|11-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004778|1004778|1386.59000000|1386.59000000|31-01-21|1|26-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1004264|1004264|138698.95000000|138698.95000000|30-12-20|1|30-10-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1002935|1002935|13876.08000000|13876.08000000|29-11-20|1|26-08-20||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|DN19029|DN19029|3471.48000000|13885.95000000|31-05-19|1|31-05-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88705|  88705|1390.00000000|1390.00000000|30-10-18|1|14-08-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1005464|1005464|1390.00000000|1390.00000000|31-03-21|1|12-01-21||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1005235|1005235|139025.70000000|139025.70000000|28-02-21|1|23-12-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003627|1003627|13935.00000000|13935.00000000|30-11-20|1|29-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003897|1003897|13935.00000000|13935.00000000|30-12-20|1|13-10-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-M132|MGB SANY (M) IBS SDN BHD|MYR|MYR|I|1004471|1004471|139375.87000000|139375.87000000|31-01-21|1|10-11-20||||2000000.00000000|60|60 Days||||BILL||06-797 1855
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1003597|1003597|13948.20000000|13948.20000000|30-11-20|1|30-09-20||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|P|DN19037|DN19037|0.00000000|-13954.52000000|30-11-20|1|30-11-20|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G064|G-CAST CONCRETE SDN BHD|MYR|MYR|I|1005349|1005349|139691.40000000|139691.40000000|30-04-21|1|03-01-21||||1000000.00000000|90|90 Days||||Kok Wai||03-7982 8168
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  76096|  76096|13975.72000000|13975.72000000|20-02-17|1|20-02-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-I013|IREKA ENGINEERING & CONSTRUCTION S/B|MYR|MYR|I|DN18084|DN18084|14001.87000000|14001.87000000|31-12-18|1|31-12-18|*CREDIT HOLD*|||5000000.00000000|60|60 Days||||||03-6411 6388*
AR-A077|ACCESS BENEFIT SDN BHD|MYR|MYR|I|1004119|1004119|140023.86000000|140023.86000000|30-12-20|1|23-10-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7497 9011
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  69722|  69722|14012.35000000|14012.35000000|30-07-16|1|30-05-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-V013|VESTLAND RESOURCES SDN BHD|MYR|MYR|I|1004544|1004544|140208.22000000|140208.22000000|28-02-21|1|13-11-20||||4000000.00000000|90|90 Days||||Mei||03-7662 1288
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1003467|1003467|140404.16000000|140404.16000000|30-12-20|1|22-09-20||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-S006|SOIL MECHANIC SDN BHD|MYR|MYR|I|1005245|1005245|140408.34000000|140408.34000000|28-02-21|1|24-12-20||||1000000.00000000|60|60 Days||||Ken||04-390 9279*
AR-S006|SOIL MECHANIC SDN BHD|MYR|MYR|I|1005430|1005430|140532.04000000|140532.04000000|31-03-21|1|09-01-21||||1000000.00000000|60|60 Days||||Ken||04-390 9279*
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1004607|1004607|140806.40000000|140806.40000000|31-01-21|1|18-11-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-M114|MGB CONSTRUCTION & ENGINEERING SDN BHD|MYR|MYR|I|1005014|1005014|140816.61000000|140816.61000000|31-03-21|1|11-12-20||||2000000.00000000|60|60 Days||||BILL||03-7874 5888
AR-S006|SOIL MECHANIC SDN BHD|MYR|MYR|I|1004908|1004908|140834.04000000|140834.04000000|28-02-21|1|03-12-20||||1000000.00000000|60|60 Days||||Ken||04-390 9279*
AR-A077|ACCESS BENEFIT SDN BHD|MYR|MYR|I|1005008|1005008|140960.45000000|140960.45000000|31-05-21|1|09-12-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7497 9011
AR-A103|ALPHAZEN CONTRACT SDN BHD|MYR|MYR|I|1005546|1005546|141093.09000000|141093.09000000|30-04-21|1|15-01-21||||1500000.00000000|90|90 Days||||Kok Wai||03-8993 9988
AR-V013|VESTLAND RESOURCES SDN BHD|MYR|MYR|I|1004423|1004423|14110.72000000|14110.72000000|28-02-21|1|07-11-20||||4000000.00000000|90|90 Days||||Mei||03-7662 1288
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1004650|1004650|141120.00000000|141120.00000000|31-01-21|1|20-11-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-O014|ORIENT AROTEK ENGINEERING & TRADING SDN BHD|MYR|MYR|I|1004328|1004328|14177.00000000|14177.00000000|31-01-21|1|04-11-20||||1500000.00000000|30|30 Days||||Mei||03-3319 8813
AR-E020|EK BUILD SDN BHD|MYR|MYR|D|0|DN20069|14201.08000000|14201.08000000|31-07-20|1|31-07-20|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-6274 0027
AR-V008|VALSERV SDN BHD|MYR|MYR|I|  62726|  62726|14204.00000000|14204.00000000|30-10-15|1|12-08-15|*CREDIT HOLD*|||500000.00000000|60|60 Days||||||03-5513 8788*
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1003692|1003692|14204.99000000|14204.99000000|30-11-20|1|01-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1003869|1003869|14204.99000000|14204.99000000|30-11-20|1|10-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-N034|NADA ALAM MURNI SDN BHD|MYR|MYR|I|DN17067|DN17067|1422.62000000|1422.62000000|31-12-17|1|31-12-17|*CREDIT HOLD*|||200000.00000000|30|30 Days||||||03-9226 6994
AR-N034|NADA ALAM MURNI SDN BHD|MYR|MYR|I|DN18006|DN18006|1422.62000000|1422.62000000|31-01-18|1|31-01-18|*CREDIT HOLD*|||200000.00000000|30|30 Days||||||03-9226 6994
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004782|1004782|14222.41000000|14222.41000000|31-01-21|1|26-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-E016|EUROMATEC SDN BHD|MYR|MYR|I|1005201|1005201|1425.60000000|1425.60000000|28-02-21|1|21-12-20||||600000.00000000|60|60 Days||||Eeyan||03-8322 7299
AR-V013|VESTLAND RESOURCES SDN BHD|MYR|MYR|I|1004799|1004799|14269.02000000|14269.02000000|28-02-21|1|27-11-20||||4000000.00000000|90|90 Days||||Mei||03-7662 1288
AR-B028|BUMIMETRO CONSTRUCTION S/B|MYR|MYR|I|  50280|  50280|142743.00000000|142743.00000000|30-04-14|1|05-02-14|*CREDIT HOLD*|||4000000.00000000|45|45 Days||||||03-6142 7200*
AR-P037|PESONA METRO SDN BHD|MYR|MYR|I|1005060|1005060|142984.00000000|142984.00000000|28-02-21|1|15-12-20||||5000000.00000000|30|30 Days||||Kok Wai||03-8941 0818
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1004401|1004401|14301.72000000|14301.72000000|31-01-21|1|06-11-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1003956|1003956|143100.00000000|143100.00000000|30-12-20|1|15-10-20||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
